dataset,workload,cost_model_dir,sample,size_multiplier,optimizer,grid_type,frac_intersecting_queries,total_training_time,setup_time,optimization_time,rpc_time,nug_computation_time,num_candidate_structures,num_skeletons_considered,num_nugs_computed,num_iterations,num_function_evals,num_ss_function_evals,best_cost
/home/ubuntu/correlations/continuous/chicago_taxi/chicago_taxi_sort_primary_8.bin,/home/ubuntu/correlations/paper/experiments/punchline/chicago_taxi/queries_flood/queries_0_2_8_s001.dat,/home/ubuntu/tsunami/cost_model,1.0,1.0,force_solution,grid,1.0,53.51997690740973,53.38731127139181,0.1326656360179186,0.0,0.0,14,0,0,0,0,0,0
