dataset,workload,cost_model_dir,sample,size_multiplier,optimizer,grid_type,frac_intersecting_queries,total_training_time,setup_time,optimization_time,rpc_time,nug_computation_time,num_candidate_structures,num_skeletons_considered,num_nugs_computed,num_iterations,num_function_evals,num_ss_function_evals,best_cost
/home/ubuntu/correlations/continuous/wise/wise_sort_btree9.bin,/home/ubuntu/correlations/paper/experiments/punchline/wise/queries_flood/queries_0_1_9_s001.dat,/home/ubuntu/tsunami/cost_model,1.0,1.0,force_solution,grid,1.0,96.36715076025575,96.21591383265331,0.15123692760244012,0.0,0.0,22,0,0,0,0,0,0
