dataset,workload,cost_model_dir,sample,size_multiplier,optimizer,grid_type,frac_intersecting_queries,total_training_time,setup_time,optimization_time,rpc_time,nug_computation_time,num_candidate_structures,num_skeletons_considered,num_nugs_computed,num_iterations,num_function_evals,num_ss_function_evals,best_cost
/home/ubuntu/correlations/continuous/wise/wise_sort_btree9.bin,/home/ubuntu/correlations/paper/experiments/punchline/wise/queries_flood/queries_0_1_9_s001.dat,/home/ubuntu/tsunami/cost_model,1.0,1.0,single_gradient_descent,grid,1.0,57670.02132471901,67.63688002701383,57602.384444692,57591.58135006443,8.368669096904341,20,1,0,11,361,0,3290994.961883515
