dataset,workload,cost_model_dir,sample,size_multiplier,optimizer,grid_type,frac_intersecting_queries,total_training_time,setup_time,optimization_time,rpc_time,nug_computation_time,num_candidate_structures,num_skeletons_considered,num_nugs_computed,num_iterations,num_function_evals,num_ss_function_evals,best_cost
/home/ubuntu/correlations/continuous/wise/wise_sort_btree9.bin,/home/ubuntu/correlations/paper/experiments/punchline/wise/queries_flood/queries_2_3_9_s001.dat,/home/ubuntu/tsunami/cost_model,1.0,1.0,single_gradient_descent,grid,1.0,53314.19104437716,65.53176633547992,53248.65927804168,53238.80770212505,7.694016846828163,16,1,0,10,329,0,3287795.735378463
