dataset,workload,cost_model_dir,sample,size_multiplier,optimizer,grid_type,frac_intersecting_queries,total_training_time,setup_time,optimization_time,rpc_time,nug_computation_time,num_candidate_structures,num_skeletons_considered,num_nugs_computed,num_iterations,num_function_evals,num_ss_function_evals,best_cost
/home/ubuntu/correlations/continuous/stocks/stocks_data_sort_btree4.bin,/home/ubuntu/correlations/paper/experiments/punchline/stocks/queries_flood/queries_0_4_s001.dat,/home/ubuntu/tsunami/cost_model,1.0,1.0,single_gradient_descent,grid,1.0,11237.708732215688,45.91559680830687,11191.79313540738,11187.746117076837,2.7121566561982036,6,1,0,10,163,0,1214885.2102909063
